,Epoch,elapsed,train_loss,train_accuracy,valid_loss,valid_accuracy,train_F1_<pad>,train_F1_video,train_F1_sponsor,valid_F1_<pad>,valid_F1_video,valid_F1_sponsor
0,1,00:04:46,0.6525306701660156,0.9043474197387695,0.6249744296073914,0.94207763671875,,0.9446575045585632,0.47690972685813904,,0.9671784043312073,0.6208901405334473
1,2,00:04:45,0.6141393184661865,0.9495765566825867,0.6232278347015381,0.9588291049003601,,0.9687657952308655,0.6399095058441162,,0.9764274954795837,0.6920604705810547
2,3,00:04:45,0.6015799641609192,0.9615035653114319,0.6214038133621216,0.9557708501815796,,0.9755573272705078,0.6956804990768433,,0.974708080291748,0.6801126003265381
3,4,00:04:45,0.5951285362243652,0.9629942178726196,0.6261808276176453,0.9529239535331726,,0.9757508635520935,0.7134807705879211,,0.9731578230857849,0.6643441319465637
4,5,00:04:51,0.5945030450820923,0.9613427519798279,0.6296259164810181,0.9484559893608093,,0.97477126121521,0.7049444317817688,,0.9709298014640808,0.6410199403762817
5,6,00:04:46,0.5907912254333496,0.9673622846603394,0.6287903785705566,0.9659720063209534,,0.9783240556716919,0.734844982624054,,0.9803823828697205,0.7248837947845459
6,7,00:04:42,0.5829183459281921,0.9754958152770996,0.6217601895332336,0.9357610940933228,,0.9826259016990662,0.7835373878479004,,0.9635677933692932,0.6010210514068604
7,8,00:04:44,0.5787250399589539,0.9786018133163452,0.6224720478057861,0.965364396572113,,0.9835384488105774,0.8126800656318665,,0.9799022078514099,0.727043628692627
8,9,00:04:45,0.5780410766601562,0.9784023761749268,0.619329035282135,0.9578797221183777,,0.9835697412490845,0.81001877784729,,0.9758585095405579,0.6905989050865173
9,10,00:04:46,0.5776042938232422,0.9790850281715393,0.6273236870765686,0.9706777930259705,,0.9845659732818604,0.8071696758270264,,0.9828315377235413,0.7539534568786621
10,11,00:04:46,0.5765369534492493,0.980552077293396,0.6367475390434265,0.9722129106521606,,0.9846948981285095,0.823891818523407,,0.983783483505249,0.7578129768371582
11,12,00:04:46,0.5748067498207092,0.98225337266922,0.6260727047920227,0.9672436714172363,,0.985946774482727,0.8338538408279419,,0.9809690713882446,0.735532820224762
