,Epoch,elapsed,train_loss,train_accuracy,valid_loss,valid_accuracy,train_F1_<pad>,train_F1_video,train_F1_sponsor,valid_F1_<pad>,valid_F1_video,valid_F1_sponsor
0,1,00:03:45,0.6635469794273376,0.9062985777854919,0.6270787715911865,0.9476262331008911,,0.9453068971633911,0.47690752148628235,,0.9702364206314087,0.6408424377441406
1,2,00:03:54,0.6151803731918335,0.9460197687149048,0.6234553456306458,0.9383697509765625,,0.9678068161010742,0.6186124682426453,,0.9652765393257141,0.6073346734046936
2,3,00:03:58,0.6014227271080017,0.9552807807922363,0.6312050819396973,0.9648618102073669,,0.9726424813270569,0.663032054901123,,0.9799758791923523,0.7154055833816528
3,4,00:03:58,0.5932372808456421,0.9645732045173645,0.6248321533203125,0.9221283793449402,,0.9774479269981384,0.7121842503547668,,0.9561413526535034,0.5546134114265442
4,5,00:04:00,0.5881978273391724,0.9682318568229675,0.6214295029640198,0.9558244347572327,,0.9788654446601868,0.7392272353172302,,0.9747819304466248,0.6791099905967712
5,6,00:04:01,0.5817550420761108,0.9734500646591187,0.6207197904586792,0.9549370408058167,,0.9817957878112793,0.7674818634986877,,0.9744248986244202,0.6736498475074768
6,7,00:04:01,0.580744206905365,0.9750451445579529,0.6338537931442261,0.9714809060096741,,0.9822812676429749,0.7827612161636353,,0.9832285642623901,0.7568676471710205
7,8,00:04:00,0.5783695578575134,0.9771298766136169,0.6220772862434387,0.9653719067573547,,0.9839619398117065,0.7882588505744934,,0.979942262172699,0.7268298268318176
8,9,00:04:00,0.5747135877609253,0.9810163974761963,0.6216493844985962,0.956430971622467,,0.9864177703857422,0.8108915686607361,,0.9751994013786316,0.6811807751655579
9,10,00:04:02,0.573292076587677,0.9823908805847168,0.6310226321220398,0.974159300327301,,0.987067699432373,0.8204982876777649,,0.9847564101219177,0.7735053300857544
10,11,00:04:01,0.5721772313117981,0.9838759899139404,0.6216995120048523,0.960913360118866,,0.9873456954956055,0.836928129196167,,0.9774977564811707,0.7042460441589355
11,12,00:04:02,0.571191132068634,0.9844846129417419,0.6295524835586548,0.9669018983840942,,0.9877142310142517,0.8411771059036255,,0.980787992477417,0.7317181825637817
12,13,00:04:02,0.570059061050415,0.9859350919723511,0.6269986629486084,0.9685521721839905,,0.989001452922821,0.844199538230896,,0.9816945791244507,0.742079496383667
13,14,00:03:43,0.5708075761795044,0.9836257100105286,0.6334735155105591,0.9727156758308411,,0.988239049911499,0.821389377117157,,0.9842322468757629,0.7607287764549255
14,15,00:04:01,0.5707148909568787,0.9849265217781067,0.6241288781166077,0.9703372716903687,,0.9894713759422302,0.8233940005302429,,0.9829765558242798,0.7499610185623169
15,16,00:04:02,0.5691547393798828,0.9871355891227722,0.6250499486923218,0.9667831063270569,,0.9896183013916016,0.853712797164917,,0.9808720946311951,0.7310823798179626
16,17,00:04:03,0.567935585975647,0.9873995184898376,0.626330554485321,0.9711683392524719,,0.9903935790061951,0.8465515375137329,,0.9833078980445862,0.7548684477806091
17,18,00:04:06,0.5681571364402771,0.9878981113433838,0.627286970615387,0.9696977138519287,,0.9904751777648926,0.8519538640975952,,0.9823649525642395,0.7473827004432678
18,19,00:04:03,0.5681114196777344,0.9877066016197205,0.6267676949501038,0.9693463444709778,,0.99017733335495,0.8541278839111328,,0.9823038578033447,0.7439643740653992
19,20,00:04:01,0.566111147403717,0.9895496964454651,0.6232761740684509,0.9613067507743835,,0.9913769960403442,0.8630155324935913,,0.9780848026275635,0.7016969919204712
20,21,00:03:44,0.5649141669273376,0.9904301166534424,0.6237615346908569,0.9645859003067017,,0.991918683052063,0.8688536882400513,,0.9797214865684509,0.7199903726577759
21,22,00:03:46,0.5676276683807373,0.9873714447021484,0.6312788724899292,0.967339038848877,,0.9907186627388,0.8420982360839844,,0.9814577102661133,0.7276099324226379
